City,Crime Description,Victim Gender,Weapon Used,Latitude,Longitude,Year
Nagpur,ASSAULT,F,Poison,21.1497,79.0806,2023
Kolkata,ASSAULT,M,Explosives,22.5675,88.37,2023
Bangalore,COUNTERFEITING,F,Poison,12.9791,77.5913,2023
Kolkata,DRUG OFFENSE,F,Other,22.5675,88.37,2023
Lucknow,TRAFFIC VIOLATION,F,Knife,26.847,80.947,2023
Indore,KIDNAPPING,F,Blunt Object,22.7196,75.8577,2023
Mumbai,ROBBERY,F,Firearm,19.0758,72.8775,2023
Thane,FIREARM OFFENSE,M,Other,19.2183,72.9781,2023
Hyderabad,IDENTITY THEFT,F,Explosives,17.3617,78.4747,2023
Kolkata,ROBBERY,F,Other,22.5675,88.37,2023
Delhi,DOMESTIC VIOLENCE,M,Explosives,28.66,77.23,2023
Lucknow,PUBLIC INTOXICATION,M,Other,26.847,80.947,2023
Chennai,FRAUD,F,Unknown,13.0825,80.275,2023
Jaipur,ASSAULT,F,Knife,26.915,75.82,2023
Ahmedabad,ARSON,M,Other,23.0219,72.5797,2023
Agra,IDENTITY THEFT,F,Unknown,27.1767,78.0081,2023
Jaipur,HOMICIDE,F,Explosives,26.915,75.82,2023
Bangalore,VEHICLE - STOLEN,F,Poison,12.9791,77.5913,2023
Kolkata,PUBLIC INTOXICATION,F,Unknown,22.5675,88.37,2023
Chennai,ASSAULT,F,Unknown,13.0825,80.275,2023
Ahmedabad,IDENTITY THEFT,M,Explosives,23.0219,72.5797,2023
Nashik,FRAUD,F,Other,19.9975,73.7898,2023
Jaipur,DOMESTIC VIOLENCE,F,Blunt Object,26.915,75.82,2023
Bangalore,PUBLIC INTOXICATION,F,Explosives,12.9791,77.5913,2023
Visakhapatnam,FIREARM OFFENSE,F,Blunt Object,17.6939,83.2922,2023
Kolkata,COUNTERFEITING,M,Poison,22.5675,88.37,2023
Thane,BURGLARY,F,Blunt Object,19.2183,72.9781,2023
Pune,PUBLIC INTOXICATION,F,Knife,18.5211,73.8553,2023
Delhi,FIREARM OFFENSE,F,Poison,28.66,77.23,2023
Varanasi,ASSAULT,M,Other,25.3176,82.9739,2023
Chennai,FRAUD,F,Poison,13.0825,80.275,2023
Lucknow,VEHICLE - STOLEN,F,Unknown,26.847,80.947,2023
Delhi,DRUG OFFENSE,F,Explosives,28.66,77.23,2023
Delhi,ILLEGAL POSSESSION,F,Firearm,28.66,77.23,2023
Jaipur,DOMESTIC VIOLENCE,F,Poison,26.915,75.82,2023
Nagpur,VEHICLE - STOLEN,M,Unknown,21.1497,79.0806,2023
Ludhiana,HOMICIDE,F,Explosives,30.912,75.8538,2023
Lucknow,BURGLARY,M,Unknown,26.847,80.947,2023
Chennai,SEXUAL ASSAULT,F,Explosives,13.0825,80.275,2023
Kanpur,DRUG OFFENSE,M,Other,26.4725,80.3311,2023
Mumbai,VANDALISM,F,Unknown,19.0758,72.8775,2023
Pune,FIREARM OFFENSE,M,Knife,18.5211,73.8553,2023
Bangalore,BURGLARY,F,Firearm,12.9791,77.5913,2023
Bangalore,HOMICIDE,F,Other,12.9791,77.5913,2023
Nagpur,SEXUAL ASSAULT,M,Poison,21.1497,79.0806,2023
Ghaziabad,BURGLARY,F,Blunt Object,28.6667,77.4167,2023
Pune,TRAFFIC VIOLATION,M,Poison,18.5211,73.8553,2023
Nashik,CYBERCRIME,F,Other,19.9975,73.7898,2023
Delhi,ARSON,F,Poison,28.66,77.23,2023
Lucknow,COUNTERFEITING,F,Poison,26.847,80.947,2023
Mumbai,ARSON,F,Explosives,19.0758,72.8775,2023
Hyderabad,PUBLIC INTOXICATION,F,Knife,17.3617,78.4747,2023
Delhi,FRAUD,F,Explosives,28.66,77.23,2023
Kolkata,ROBBERY,M,Unknown,22.5675,88.37,2023
Srinagar,ASSAULT,F,Explosives,34.0837,74.7974,2023
Bangalore,DRUG OFFENSE,F,Blunt Object,12.9791,77.5913,2023
Delhi,PUBLIC INTOXICATION,F,Blunt Object,28.66,77.23,2023
Surat,EXTORTION,F,Unknown,21.205,72.84,2023
Agra,CYBERCRIME,M,Blunt Object,27.1767,78.0081,2023
Kanpur,FIREARM OFFENSE,F,Unknown,26.4725,80.3311,2023
Thane,SHOPLIFTING,F,Other,19.2183,72.9781,2023
Kanpur,PUBLIC INTOXICATION,F,Other,26.4725,80.3311,2023
Nashik,CYBERCRIME,F,Unknown,19.9975,73.7898,2023
Mumbai,SEXUAL ASSAULT,F,Unknown,19.0758,72.8775,2023
Kolkata,ARSON,F,Explosives,22.5675,88.37,2023
Nagpur,ASSAULT,F,Knife,21.1497,79.0806,2023
Delhi,ARSON,F,Unknown,28.66,77.23,2023
Mumbai,FRAUD,F,Knife,19.0758,72.8775,2023
Kanpur,ASSAULT,F,Unknown,26.4725,80.3311,2023
Meerut,HOMICIDE,M,Poison,28.9845,77.7064,2023
Surat,BURGLARY,M,Poison,21.205,72.84,2023
Srinagar,ASSAULT,F,Unknown,34.0837,74.7974,2023
Hyderabad,DRUG OFFENSE,F,Firearm,17.3617,78.4747,2023
Chennai,ILLEGAL POSSESSION,F,Blunt Object,13.0825,80.275,2023
Mumbai,PUBLIC INTOXICATION,F,Unknown,19.0758,72.8775,2023
Delhi,FRAUD,M,Unknown,28.66,77.23,2023
Mumbai,KIDNAPPING,F,Firearm,19.0758,72.8775,2023
Jaipur,DOMESTIC VIOLENCE,M,Explosives,26.915,75.82,2023
Agra,KIDNAPPING,F,Poison,27.1767,78.0081,2023
Thane,CYBERCRIME,M,Blunt Object,19.2183,72.9781,2023
Kolkata,VEHICLE - STOLEN,M,Blunt Object,22.5675,88.37,2023
Chennai,HOMICIDE,M,Blunt Object,13.0825,80.275,2023
Hyderabad,VANDALISM,F,Other,17.3617,78.4747,2023
Chennai,ASSAULT,F,Blunt Object,13.0825,80.275,2023
Lucknow,SHOPLIFTING,F,Blunt Object,26.847,80.947,2023
Nagpur,VEHICLE - STOLEN,F,Blunt Object,21.1497,79.0806,2023
Bhopal,ILLEGAL POSSESSION,F,Unknown,23.2547,77.4029,2023
Jaipur,SEXUAL ASSAULT,F,Knife,26.915,75.82,2023
Meerut,FRAUD,M,Other,28.9845,77.7064,2023
Delhi,EXTORTION,F,Explosives,28.66,77.23,2023
Bangalore,EXTORTION,M,Knife,12.9791,77.5913,2023
Bangalore,VANDALISM,M,Knife,12.9791,77.5913,2023
Thane,VANDALISM,F,Firearm,19.2183,72.9781,2023
Patna,ASSAULT,F,Unknown,25.61,85.1414,2023
Ghaziabad,ASSAULT,F,Knife,28.6667,77.4167,2023
Bangalore,COUNTERFEITING,F,Knife,12.9791,77.5913,2023
Jaipur,CYBERCRIME,F,Firearm,26.915,75.82,2023
Bhopal,ASSAULT,F,Unknown,23.2547,77.4029,2023
Kanpur,VEHICLE - STOLEN,F,Poison,26.4725,80.3311,2023
Delhi,COUNTERFEITING,F,Other,28.66,77.23,2023
Pune,SHOPLIFTING,F,Poison,18.5211,73.8553,2023
Ghaziabad,VEHICLE - STOLEN,M,Blunt Object,28.6667,77.4167,2023
Nagpur,BURGLARY,M,Explosives,21.1497,79.0806,2023
Bangalore,PUBLIC INTOXICATION,M,Firearm,12.9791,77.5913,2023
Srinagar,IDENTITY THEFT,F,Other,34.0837,74.7974,2023
Bangalore,EXTORTION,F,Explosives,12.9791,77.5913,2023
Ahmedabad,ILLEGAL POSSESSION,M,Knife,23.0219,72.5797,2023
Patna,VANDALISM,M,Blunt Object,25.61,85.1414,2023
Ludhiana,VANDALISM,F,Unknown,30.912,75.8538,2023
Lucknow,IDENTITY THEFT,F,Blunt Object,26.847,80.947,2023
Kolkata,EXTORTION,F,Explosives,22.5675,88.37,2023
Jaipur,CYBERCRIME,M,Explosives,26.915,75.82,2023
Bangalore,ARSON,M,Knife,12.9791,77.5913,2023
Jaipur,CYBERCRIME,F,Other,26.915,75.82,2023
Lucknow,DRUG OFFENSE,F,Other,26.847,80.947,2023
Lucknow,PUBLIC INTOXICATION,M,Explosives,26.847,80.947,2023
Delhi,ILLEGAL POSSESSION,F,Blunt Object,28.66,77.23,2023
Pune,BURGLARY,M,Poison,18.5211,73.8553,2023
Lucknow,KIDNAPPING,F,Knife,26.847,80.947,2023
Bangalore,EXTORTION,F,Blunt Object,12.9791,77.5913,2023
Delhi,ROBBERY,F,Blunt Object,28.66,77.23,2023
Surat,FIREARM OFFENSE,F,Firearm,21.205,72.84,2023
Mumbai,ILLEGAL POSSESSION,M,Poison,19.0758,72.8775,2023
Delhi,TRAFFIC VIOLATION,M,Firearm,28.66,77.23,2023
Srinagar,PUBLIC INTOXICATION,F,Explosives,34.0837,74.7974,2023
Lucknow,SHOPLIFTING,F,Knife,26.847,80.947,2023
Surat,TRAFFIC VIOLATION,F,Explosives,21.205,72.84,2023
Nagpur,ARSON,M,Other,21.1497,79.0806,2023
Ahmedabad,ARSON,F,Explosives,23.0219,72.5797,2023
Pune,ARSON,F,Explosives,18.5211,73.8553,2023
Bangalore,SEXUAL ASSAULT,F,Firearm,12.9791,77.5913,2023
Nashik,EXTORTION,F,Firearm,19.9975,73.7898,2023
Surat,VANDALISM,F,Knife,21.205,72.84,2023
Lucknow,BURGLARY,M,Other,26.847,80.947,2023
Vasai,IDENTITY THEFT,F,Other,19.3931,72.8617,2023
Nagpur,PUBLIC INTOXICATION,F,Knife,21.1497,79.0806,2023
Mumbai,DOMESTIC VIOLENCE,F,Blunt Object,19.0758,72.8775,2023
Bangalore,TRAFFIC VIOLATION,F,Firearm,12.9791,77.5913,2023
Srinagar,ARSON,F,Blunt Object,34.0837,74.7974,2023
Surat,DRUG OFFENSE,F,Explosives,21.205,72.84,2023
Patna,CYBERCRIME,F,Knife,25.61,85.1414,2023
Delhi,VANDALISM,F,Explosives,28.66,77.23,2023
Kanpur,ILLEGAL POSSESSION,F,Explosives,26.4725,80.3311,2023
Agra,IDENTITY THEFT,F,Firearm,27.1767,78.0081,2023
Kolkata,VANDALISM,F,Blunt Object,22.5675,88.37,2023
Mumbai,VANDALISM,F,Poison,19.0758,72.8775,2023
Kanpur,TRAFFIC VIOLATION,F,Explosives,26.4725,80.3311,2023
Mumbai,VEHICLE - STOLEN,F,Knife,19.0758,72.8775,2023
Bangalore,ILLEGAL POSSESSION,F,Poison,12.9791,77.5913,2023
Jaipur,VANDALISM,F,Unknown,26.915,75.82,2023
Lucknow,HOMICIDE,F,Knife,26.847,80.947,2023
Ghaziabad,CYBERCRIME,M,Firearm,28.6667,77.4167,2023
Chennai,ARSON,F,Explosives,13.0825,80.275,2023
Hyderabad,DRUG OFFENSE,M,Knife,17.3617,78.4747,2023
Lucknow,VANDALISM,M,Blunt Object,26.847,80.947,2023
Meerut,BURGLARY,M,Unknown,28.9845,77.7064,2023
Delhi,IDENTITY THEFT,F,Firearm,28.66,77.23,2023
Delhi,DRUG OFFENSE,F,Explosives,28.66,77.23,2023
Bangalore,ROBBERY,F,Unknown,12.9791,77.5913,2023
Agra,FRAUD,F,Other,27.1767,78.0081,2023
Chennai,DOMESTIC VIOLENCE,F,Poison,13.0825,80.275,2023
Mumbai,HOMICIDE,M,Poison,19.0758,72.8775,2023
Lucknow,TRAFFIC VIOLATION,F,Poison,26.847,80.947,2023
Surat,IDENTITY THEFT,F,Firearm,21.205,72.84,2023
Mumbai,DRUG OFFENSE,F,Poison,19.0758,72.8775,2023
Mumbai,VANDALISM,F,Unknown,19.0758,72.8775,2023
Bhopal,COUNTERFEITING,F,Unknown,23.2547,77.4029,2023
Kanpur,IDENTITY THEFT,F,Explosives,26.4725,80.3311,2023
Mumbai,ROBBERY,F,Unknown,19.0758,72.8775,2023
Nagpur,ROBBERY,F,Poison,21.1497,79.0806,2023
Lucknow,ASSAULT,M,Blunt Object,26.847,80.947,2023
Mumbai,DRUG OFFENSE,F,Other,19.0758,72.8775,2023
Surat,EXTORTION,M,Unknown,21.205,72.84,2023
Hyderabad,ASSAULT,F,Unknown,17.3617,78.4747,2023
Hyderabad,DRUG OFFENSE,M,Explosives,17.3617,78.4747,2023
Delhi,ARSON,M,Poison,28.66,77.23,2023
Hyderabad,ILLEGAL POSSESSION,M,Blunt Object,17.3617,78.4747,2023
Delhi,DRUG OFFENSE,M,Poison,28.66,77.23,2023
Nashik,TRAFFIC VIOLATION,M,Knife,19.9975,73.7898,2023
Kanpur,ROBBERY,M,Knife,26.4725,80.3311,2023
Chennai,BURGLARY,F,Explosives,13.0825,80.275,2023
Chennai,BURGLARY,F,Explosives,13.0825,80.275,2023
Delhi,FIREARM OFFENSE,F,Explosives,28.66,77.23,2023
Lucknow,KIDNAPPING,M,Unknown,26.847,80.947,2023
Delhi,ASSAULT,F,Unknown,28.66,77.23,2023
Mumbai,KIDNAPPING,F,Knife,19.0758,72.8775,2023
Pune,VEHICLE - STOLEN,F,Firearm,18.5211,73.8553,2023
Agra,ILLEGAL POSSESSION,F,Poison,27.1767,78.0081,2023
Kolkata,PUBLIC INTOXICATION,M,Unknown,22.5675,88.37,2023
Visakhapatnam,DOMESTIC VIOLENCE,F,Firearm,17.6939,83.2922,2023
Hyderabad,COUNTERFEITING,F,Blunt Object,17.3617,78.4747,2023
Delhi,KIDNAPPING,F,Unknown,28.66,77.23,2023
Indore,FIREARM OFFENSE,F,Explosives,22.7196,75.8577,2023
Ahmedabad,EXTORTION,F,Poison,23.0219,72.5797,2023
Patna,ILLEGAL POSSESSION,M,Knife,25.61,85.1414,2023
Nagpur,COUNTERFEITING,F,Firearm,21.1497,79.0806,2023
Bangalore,PUBLIC INTOXICATION,F,Knife,12.9791,77.5913,2023
Bangalore,DOMESTIC VIOLENCE,F,Blunt Object,12.9791,77.5913,2023
Kolkata,COUNTERFEITING,F,Blunt Object,22.5675,88.37,2023
Chennai,DOMESTIC VIOLENCE,M,Other,13.0825,80.275,2023
Surat,CYBERCRIME,F,Blunt Object,21.205,72.84,2023
Lucknow,DRUG OFFENSE,F,Blunt Object,26.847,80.947,2023
Bangalore,TRAFFIC VIOLATION,F,Firearm,12.9791,77.5913,2023
Mumbai,KIDNAPPING,M,Firearm,19.0758,72.8775,2023
Delhi,FRAUD,F,Knife,28.66,77.23,2023
Ghaziabad,FRAUD,F,Other,28.6667,77.4167,2023
Hyderabad,ILLEGAL POSSESSION,F,Other,17.3617,78.4747,2023
Hyderabad,CYBERCRIME,F,Firearm,17.3617,78.4747,2023
Delhi,ASSAULT,F,Unknown,28.66,77.23,2023
Chennai,IDENTITY THEFT,F,Knife,13.0825,80.275,2023
Ghaziabad,SHOPLIFTING,M,Knife,28.6667,77.4167,2023
Bangalore,KIDNAPPING,M,Other,12.9791,77.5913,2023
Bangalore,BURGLARY,F,Unknown,12.9791,77.5913,2023
Visakhapatnam,VANDALISM,F,Poison,17.6939,83.2922,2023
Bangalore,TRAFFIC VIOLATION,F,Explosives,12.9791,77.5913,2023
Mumbai,FIREARM OFFENSE,F,Other,19.0758,72.8775,2023
Chennai,PUBLIC INTOXICATION,M,Other,13.0825,80.275,2023
Ludhiana,VEHICLE - STOLEN,M,Other,30.912,75.8538,2023
Ghaziabad,TRAFFIC VIOLATION,F,Other,28.6667,77.4167,2023
Delhi,SHOPLIFTING,F,Firearm,28.66,77.23,2023
Hyderabad,HOMICIDE,F,Unknown,17.3617,78.4747,2023
Thane,BURGLARY,F,Firearm,19.2183,72.9781,2023
Meerut,VEHICLE - STOLEN,F,Poison,28.9845,77.7064,2023
Delhi,IDENTITY THEFT,M,Knife,28.66,77.23,2023
Kolkata,ROBBERY,M,Knife,22.5675,88.37,2023
Hyderabad,FIREARM OFFENSE,F,Firearm,17.3617,78.4747,2023
Delhi,HOMICIDE,F,Explosives,28.66,77.23,2023
Bhopal,IDENTITY THEFT,F,Firearm,23.2547,77.4029,2023
Kanpur,DRUG OFFENSE,F,Poison,26.4725,80.3311,2023
Nagpur,DRUG OFFENSE,M,Blunt Object,21.1497,79.0806,2023
Surat,VANDALISM,F,Knife,21.205,72.84,2023
Indore,IDENTITY THEFT,F,Blunt Object,22.7196,75.8577,2023
Kalyan,ILLEGAL POSSESSION,F,Other,19.2437,73.1355,2023
Mumbai,IDENTITY THEFT,F,Blunt Object,19.0758,72.8775,2023
Visakhapatnam,DRUG OFFENSE,F,Blunt Object,17.6939,83.2922,2023
Chennai,DRUG OFFENSE,F,Poison,13.0825,80.275,2023
Lucknow,PUBLIC INTOXICATION,F,Firearm,26.847,80.947,2023
Hyderabad,ARSON,M,Blunt Object,17.3617,78.4747,2023
Patna,ASSAULT,M,Blunt Object,25.61,85.1414,2023
Hyderabad,ROBBERY,M,Unknown,17.3617,78.4747,2023
Ahmedabad,IDENTITY THEFT,F,Blunt Object,23.0219,72.5797,2023
Kolkata,BURGLARY,F,Unknown,22.5675,88.37,2023
Delhi,FIREARM OFFENSE,F,Explosives,28.66,77.23,2023
Delhi,SHOPLIFTING,M,Firearm,28.66,77.23,2023
Nashik,SHOPLIFTING,M,Other,19.9975,73.7898,2023
Varanasi,SEXUAL ASSAULT,F,Knife,25.3176,82.9739,2023
Pune,SEXUAL ASSAULT,M,Explosives,18.5211,73.8553,2023
Nagpur,SEXUAL ASSAULT,M,Knife,21.1497,79.0806,2023
Ludhiana,SEXUAL ASSAULT,M,Poison,30.912,75.8538,2023
Delhi,CYBERCRIME,F,Other,28.66,77.23,2023
Mumbai,ILLEGAL POSSESSION,M,Other,19.0758,72.8775,2023
Mumbai,ASSAULT,F,Explosives,19.0758,72.8775,2023
Mumbai,FIREARM OFFENSE,F,Blunt Object,19.0758,72.8775,2023
Delhi,DOMESTIC VIOLENCE,M,Explosives,28.66,77.23,2023
Bhopal,KIDNAPPING,M,Blunt Object,23.2547,77.4029,2023
Kolkata,ASSAULT,F,Blunt Object,22.5675,88.37,2023
Bangalore,CYBERCRIME,M,Blunt Object,12.9791,77.5913,2023
Ghaziabad,DOMESTIC VIOLENCE,M,Firearm,28.6667,77.4167,2023
Agra,ARSON,M,Knife,27.1767,78.0081,2023
Surat,ARSON,F,Blunt Object,21.205,72.84,2023
Agra,DOMESTIC VIOLENCE,F,Poison,27.1767,78.0081,2023
Kanpur,BURGLARY,F,Blunt Object,26.4725,80.3311,2023
Nagpur,DRUG OFFENSE,F,Knife,21.1497,79.0806,2023
Delhi,EXTORTION,M,Unknown,28.66,77.23,2023
Hyderabad,EXTORTION,F,Unknown,17.3617,78.4747,2023
Chennai,ARSON,F,Other,13.0825,80.275,2023
Kolkata,PUBLIC INTOXICATION,F,Explosives,22.5675,88.37,2023
Delhi,ILLEGAL POSSESSION,M,Unknown,28.66,77.23,2023
Chennai,ROBBERY,M,Blunt Object,13.0825,80.275,2023
Thane,TRAFFIC VIOLATION,M,Firearm,19.2183,72.9781,2023
Mumbai,CYBERCRIME,F,Other,19.0758,72.8775,2023
Hyderabad,PUBLIC INTOXICATION,M,Poison,17.3617,78.4747,2023
Delhi,DOMESTIC VIOLENCE,M,Explosives,28.66,77.23,2023
Bangalore,ROBBERY,M,Blunt Object,12.9791,77.5913,2023
Bangalore,PUBLIC INTOXICATION,F,Firearm,12.9791,77.5913,2023
Bangalore,DOMESTIC VIOLENCE,F,Poison,12.9791,77.5913,2023
Delhi,COUNTERFEITING,F,Explosives,28.66,77.23,2023
Kolkata,TRAFFIC VIOLATION,F,Poison,22.5675,88.37,2023
Mumbai,TRAFFIC VIOLATION,F,Explosives,19.0758,72.8775,2023
Ghaziabad,CYBERCRIME,F,Unknown,28.6667,77.4167,2023
Kolkata,TRAFFIC VIOLATION,F,Knife,22.5675,88.37,2023
Mumbai,FIREARM OFFENSE,M,Explosives,19.0758,72.8775,2023
Mumbai,SEXUAL ASSAULT,M,Other,19.0758,72.8775,2023
Hyderabad,BURGLARY,F,Explosives,17.3617,78.4747,2023
Mumbai,KIDNAPPING,F,Blunt Object,19.0758,72.8775,2023
Chennai,IDENTITY THEFT,M,Unknown,13.0825,80.275,2023
Mumbai,IDENTITY THEFT,F,Other,19.0758,72.8775,2023
Bangalore,HOMICIDE,M,Knife,12.9791,77.5913,2023
Kolkata,TRAFFIC VIOLATION,M,Unknown,22.5675,88.37,2023
Rajkot,SEXUAL ASSAULT,F,Blunt Object,22.2969,70.7984,2023
Lucknow,ROBBERY,F,Poison,26.847,80.947,2023
Delhi,TRAFFIC VIOLATION,F,Knife,28.66,77.23,2023
Mumbai,COUNTERFEITING,F,Unknown,19.0758,72.8775,2023
Thane,VEHICLE - STOLEN,F,Explosives,19.2183,72.9781,2023
Jaipur,TRAFFIC VIOLATION,M,Blunt Object,26.915,75.82,2023
Hyderabad,VEHICLE - STOLEN,F,Blunt Object,17.3617,78.4747,2023
Ghaziabad,ILLEGAL POSSESSION,F,Explosives,28.6667,77.4167,2023
Visakhapatnam,EXTORTION,M,Explosives,17.6939,83.2922,2023
Rajkot,VANDALISM,F,Blunt Object,22.2969,70.7984,2023
Delhi,VEHICLE - STOLEN,M,Explosives,28.66,77.23,2023
Bhopal,ASSAULT,M,Poison,23.2547,77.4029,2023
Bangalore,SHOPLIFTING,F,Firearm,12.9791,77.5913,2023
Kalyan,COUNTERFEITING,F,Firearm,19.2437,73.1355,2023
Indore,DRUG OFFENSE,M,Knife,22.7196,75.8577,2023
Rajkot,VEHICLE - STOLEN,F,Knife,22.2969,70.7984,2023
Nagpur,DOMESTIC VIOLENCE,F,Knife,21.1497,79.0806,2023
Surat,SEXUAL ASSAULT,F,Poison,21.205,72.84,2023
Chennai,DOMESTIC VIOLENCE,F,Knife,13.0825,80.275,2023
Ahmedabad,PUBLIC INTOXICATION,M,Other,23.0219,72.5797,2023
Ahmedabad,DRUG OFFENSE,M,Explosives,23.0219,72.5797,2023
Bangalore,VEHICLE - STOLEN,F,Poison,12.9791,77.5913,2023
Nagpur,DRUG OFFENSE,F,Firearm,21.1497,79.0806,2023
Bangalore,DOMESTIC VIOLENCE,M,Firearm,12.9791,77.5913,2023
Lucknow,FRAUD,M,Knife,26.847,80.947,2023
Vasai,PUBLIC INTOXICATION,F,Poison,19.3931,72.8617,2023
Lucknow,TRAFFIC VIOLATION,F,Firearm,26.847,80.947,2023
Bangalore,DOMESTIC VIOLENCE,M,Poison,12.9791,77.5913,2023
Delhi,IDENTITY THEFT,M,Firearm,28.66,77.23,2023
Bangalore,HOMICIDE,F,Blunt Object,12.9791,77.5913,2023
Mumbai,ASSAULT,F,Firearm,19.0758,72.8775,2023
Hyderabad,COUNTERFEITING,M,Explosives,17.3617,78.4747,2023
Delhi,COUNTERFEITING,M,Explosives,28.66,77.23,2023
Pune,IDENTITY THEFT,F,Poison,18.5211,73.8553,2023
Mumbai,ASSAULT,M,Other,19.0758,72.8775,2023
Bangalore,HOMICIDE,F,Explosives,12.9791,77.5913,2023
Srinagar,PUBLIC INTOXICATION,F,Unknown,34.0837,74.7974,2023
Hyderabad,HOMICIDE,F,Unknown,17.3617,78.4747,2023
Ahmedabad,VANDALISM,F,Poison,23.0219,72.5797,2023
Delhi,FRAUD,F,Other,28.66,77.23,2023
Ludhiana,HOMICIDE,F,Blunt Object,30.912,75.8538,2023
Mumbai,SHOPLIFTING,F,Firearm,19.0758,72.8775,2023
Chennai,EXTORTION,M,Other,13.0825,80.275,2023
Jaipur,ARSON,F,Knife,26.915,75.82,2023
Nagpur,CYBERCRIME,F,Knife,21.1497,79.0806,2023
Ludhiana,ROBBERY,F,Poison,30.912,75.8538,2023
Rajkot,FRAUD,F,Poison,22.2969,70.7984,2023
Kolkata,KIDNAPPING,F,Blunt Object,22.5675,88.37,2023
Meerut,DOMESTIC VIOLENCE,F,Knife,28.9845,77.7064,2023
Bangalore,BURGLARY,F,Other,12.9791,77.5913,2023
Thane,CYBERCRIME,F,Knife,19.2183,72.9781,2023
Delhi,DOMESTIC VIOLENCE,M,Firearm,28.66,77.23,2023
Mumbai,FIREARM OFFENSE,F,Explosives,19.0758,72.8775,2023
Thane,DRUG OFFENSE,M,Explosives,19.2183,72.9781,2023
Pune,ILLEGAL POSSESSION,F,Unknown,18.5211,73.8553,2023
Nashik,VEHICLE - STOLEN,F,Other,19.9975,73.7898,2023
Kanpur,TRAFFIC VIOLATION,F,Unknown,26.4725,80.3311,2023
Kolkata,ROBBERY,M,Knife,22.5675,88.37,2023
Ahmedabad,DRUG OFFENSE,M,Poison,23.0219,72.5797,2023
Mumbai,ASSAULT,F,Firearm,19.0758,72.8775,2023
Hyderabad,EXTORTION,M,Explosives,17.3617,78.4747,2023
Ahmedabad,COUNTERFEITING,F,Firearm,23.0219,72.5797,2023
Ahmedabad,FRAUD,M,Poison,23.0219,72.5797,2023
Nagpur,TRAFFIC VIOLATION,F,Explosives,21.1497,79.0806,2023
Delhi,FRAUD,M,Poison,28.66,77.23,2023
Delhi,ARSON,F,Unknown,28.66,77.23,2023
Mumbai,HOMICIDE,F,Poison,19.0758,72.8775,2023
Chennai,COUNTERFEITING,F,Unknown,13.0825,80.275,2023
Bangalore,PUBLIC INTOXICATION,F,Knife,12.9791,77.5913,2023
Kalyan,VEHICLE - STOLEN,F,Knife,19.2437,73.1355,2023
Bhopal,FRAUD,F,Poison,23.2547,77.4029,2023
Pune,ARSON,M,Firearm,18.5211,73.8553,2023
Bangalore,ASSAULT,F,Unknown,12.9791,77.5913,2023
Jaipur,COUNTERFEITING,F,Poison,26.915,75.82,2023
Delhi,ILLEGAL POSSESSION,F,Unknown,28.66,77.23,2023
Mumbai,HOMICIDE,M,Firearm,19.0758,72.8775,2023
Rajkot,VANDALISM,F,Blunt Object,22.2969,70.7984,2023
Chennai,BURGLARY,F,Blunt Object,13.0825,80.275,2023
Delhi,FIREARM OFFENSE,F,Unknown,28.66,77.23,2023
Mumbai,BURGLARY,F,Blunt Object,19.0758,72.8775,2023
Chennai,ASSAULT,F,Knife,13.0825,80.275,2023
Lucknow,SEXUAL ASSAULT,M,Firearm,26.847,80.947,2023
Jaipur,COUNTERFEITING,F,Poison,26.915,75.82,2023
Jaipur,TRAFFIC VIOLATION,M,Other,26.915,75.82,2023
Bangalore,VEHICLE - STOLEN,M,Other,12.9791,77.5913,2023
Delhi,ROBBERY,M,Explosives,28.66,77.23,2023
Patna,BURGLARY,F,Unknown,25.61,85.1414,2023
Delhi,PUBLIC INTOXICATION,M,Unknown,28.66,77.23,2023
Kanpur,ASSAULT,F,Unknown,26.4725,80.3311,2023
Ahmedabad,DRUG OFFENSE,F,Firearm,23.0219,72.5797,2023
Thane,CYBERCRIME,M,Other,19.2183,72.9781,2023
Visakhapatnam,ASSAULT,F,Blunt Object,17.6939,83.2922,2023
Jaipur,IDENTITY THEFT,F,Other,26.915,75.82,2023
Mumbai,VEHICLE - STOLEN,M,Explosives,19.0758,72.8775,2023
Pune,DOMESTIC VIOLENCE,M,Firearm,18.5211,73.8553,2023
Vasai,DRUG OFFENSE,F,Unknown,19.3931,72.8617,2023
Hyderabad,BURGLARY,M,Poison,17.3617,78.4747,2023
Indore,SEXUAL ASSAULT,F,Unknown,22.7196,75.8577,2023
Mumbai,FIREARM OFFENSE,F,Explosives,19.0758,72.8775,2023
Hyderabad,FIREARM OFFENSE,F,Explosives,17.3617,78.4747,2023
Lucknow,FIREARM OFFENSE,F,Other,26.847,80.947,2023
Patna,CYBERCRIME,M,Firearm,25.61,85.1414,2023
Bangalore,DOMESTIC VIOLENCE,F,Knife,12.9791,77.5913,2023
Hyderabad,COUNTERFEITING,M,Unknown,17.3617,78.4747,2023
Bangalore,FIREARM OFFENSE,F,Other,12.9791,77.5913,2023
Delhi,COUNTERFEITING,F,Blunt Object,28.66,77.23,2023
Nagpur,HOMICIDE,M,Firearm,21.1497,79.0806,2023
Srinagar,BURGLARY,M,Poison,34.0837,74.7974,2023
Mumbai,TRAFFIC VIOLATION,M,Explosives,19.0758,72.8775,2023
Visakhapatnam,IDENTITY THEFT,F,Knife,17.6939,83.2922,2023
